,abi,primary_naics_code_2017,company_2017,year_2017,business_status_code_2017,company_holding_status_2017,census_tract_2017,year_established_2017,employee_size_location_2017,sales_volume_location_2017,latitude_2017,longitude_2017,employee_size_location_2016,sales_volume_location_2016,neighborhood_avg_property_value,neighborhood_property_crimes,surrounding_neighborhood_avg_property_value,surrounding_neighborhood_property_crimes
14,151216553,44511003,SUN SUN TONG CO,2017,9,,841100,,1.0,256.0,41.85112,-87.63228000000001,1.0,265.0,258.2766113098104,235.0,1049.3641529568497,967.2
15,151216702,44511003,LIANG WU QUAN GROCERY,2017,9,,841100,,3.0,767.0,41.85203,-87.63228000000001,3.0,796.0,258.2766113098104,235.0,1049.3641529568497,967.2
16,151223112,44511003,COMMERCIAL GROCERIES,2017,9,,510100,,3.0,767.0,41.71348,-87.55086,3.0,796.0,67.17011850116474,655.0,182.3936173718785,440.85714285714283
17,151228517,44511003,LA FRUTERIA,2017,9,,833900,,19.0,4856.0,41.73337,-87.55093000000001,19.0,5044.0,332.13489359073054,1251.0,294.0833992644485,891.4
18,151228533,44511003,LA JEREZANA,2017,9,,833900,,2.0,512.0,41.73038,-87.55025,2.0,531.0,332.13489359073054,1251.0,294.0833992644485,891.4
19,151242872,44512001,CLYBOURN MARKET INC,2017,9,,51400,,3.0,767.0,41.93258,-87.67835,3.0,796.0,2331.236607773085,709.0,2675.0162630263285,1382.5
20,151246089,44512001,MIMI'S MART,2017,9,,50600,,2.0,512.0,41.94702,-87.6782,2.0,531.0,2331.236607773085,709.0,2675.0162630263285,1382.5
21,151249653,44511003,J & P FINE FOODS & MEATS,2017,9,,160501,,2.0,512.0,41.960840000000005,-87.71596,2.0,531.0,1683.708461308665,1219.0,3087.9694579041393,783.4285714285714
22,151291614,44511003,NEIL'S FOOD,2017,9,,710100,,4.0,1023.0,41.7534,-87.64378,4.0,1062.0,86.88925791321388,2156.0,363.0282390276211,1745.875
23,151294824,44511003,JENIN FOOD PLAZA INC,2017,9,,710700,,3.0,767.0,41.7502,-87.65816,3.0,796.0,86.88925791321388,2156.0,363.0282390276211,1745.875
24,151296647,44511003,Z & S FOOD & LIQUORS,2017,9,,711400,,5.0,1278.0,41.73552,-87.65777,5.0,1327.0,86.88925791321388,2156.0,363.0282390276211,1745.875
25,151310661,44511003,BARI FOODS,2017,9,,243500,,4.0,1023.0,41.89136,-87.65554,4.0,1062.0,5338.77683223937,1398.0,1391.9180798916773,1669.3
26,151324183,44512001,PUERTO RICO FOOD MART,2017,9,,242500,,2.0,512.0,41.89906,-87.69168,2.0,531.0,353.2785433517407,366.0,2406.4664507748785,1377.25
27,151324910,44511003,RODRIGUEZ SUPER MARKET,2017,9,,242100,,1.0,256.0,41.901270000000004,-87.66781999999999,1.0,265.0,367.20077446177214,227.0,2034.9780055528292,1052.0
28,151331857,44511003,SONORA MEATS,2017,9,,301802,,3.0,767.0,41.84391,-87.7284,3.0,796.0,1550.6294410436078,1559.0,1756.575353733324,867.3333333333334
29,151337698,44511003,LA BETANIA,2017,9,,301803,,6.0,1534.0,41.84036,-87.73087,6.0,1593.0,1550.6294410436078,1559.0,1756.575353733324,867.3333333333334
30,151337839,44511003,LA MERCED,2017,9,,301801,,6.0,1534.0,41.84387,-87.73250999999999,6.0,1593.0,1550.6294410436078,1559.0,1756.575353733324,867.3333333333334
31,151339314,44511003,LA ESTRELLA,2017,9,,301701,,1.0,256.0,41.84405,-87.72109,1.0,265.0,1550.6294410436078,1559.0,1756.575353733324,867.3333333333334
32,151357852,44511003,ANDYS FRUIT RANCH,2017,9,,140800,,17.0,4345.0,41.96764,-87.7081,17.0,4513.0,1508.1677810774,977.0,2724.1117391258813,790.5
33,151362456,44511003,CHICAGO PRODUCE,2017,9,,140200,1972.0,25.0,6389.0,41.96863,-87.71599,25.0,6638.0,1508.1677810774,977.0,2724.1117391258813,790.5
34,151364015,44511003,JOE'S FOOD & LIQUORS,2017,9,,140301,,4.0,1023.0,41.9686,-87.71925,4.0,1062.0,1508.1677810774,977.0,2724.1117391258813,790.5
35,151368289,44512001,JOONY MART,2017,9,,140100,,1.0,256.0,41.97115,-87.70841999999999,1.0,265.0,1508.1677810774,977.0,2724.1117391258813,790.5
36,151371960,44511003,WEST WOOD LIQUORS,2017,9,,40700,,2.0,512.0,41.965920000000004,-87.6892,2.0,531.0,3446.6836630029347,841.0,2355.7327278314824,1113.3333333333333
37,151374592,44511003,SONNY'S FOOD STORE,2017,9,,10400,,4.0,1023.0,42.0094,-87.66176999999999,4.0,1062.0,1672.914759658533,1582.0,3101.7245471977976,1196.5
38,151384633,44511003,KEY FOOD & LIQUOR,2017,9,,540101,,5.0,1278.0,41.65211,-87.61678,5.0,1327.0,53.22166730924289,342.0,74.8830835998623,865.6
39,151390697,44511003,EDDIE'S FOOD & LIQUORS,2017,9,,490901,,3.0,767.0,41.693709999999996,-87.62312,3.0,796.0,85.09966147772326,1997.0,174.06589114835066,1034.25
40,151393709,44512001,JED'S FRUIT & VEGETABLES,2017,9,,730700,,2.0,512.0,41.70312,-87.6431,2.0,531.0,405.278544110362,1098.0,172.04428376010574,1321.5
41,151393972,44511003,MAMA JONES BURGERS,2017,9,,490500,,2.0,512.0,41.71568,-87.62086,2.0,531.0,85.09966147772326,1997.0,174.06589114835066,1034.25
42,151400041,44511003,SUNSHINE FOODS,2017,9,,490901,,5.0,1278.0,41.693709999999996,-87.62312,5.0,1327.0,85.09966147772326,1997.0,174.06589114835066,1034.25
43,151410610,44512001,J J PEPPERS FOOD STORE,2017,9,,661100,,5.0,1278.0,41.7641,-87.70262,5.0,1327.0,905.8965519936772,1886.0,314.3156158512404,1587.4
44,151415270,44511003,RICHMOND FOODS & LIQUORS,2017,9,,660302,,2.0,512.0,41.78607,-87.69762,2.0,531.0,905.8965519936772,1886.0,314.3156158512404,1587.4
45,151424900,44511003,EL-JEEB GROCERY & MEATS,2017,9,,140301,,1.0,256.0,41.968379999999996,-87.72792,1.0,265.0,1508.1677810774,977.0,2724.1117391258813,790.5
46,151454089,44512001,7-9-11 FOOD MART INC,2017,9,,570400,,3.0,767.0,41.80471,-87.72012,3.0,796.0,839.8661431371506,365.0,822.6505343116315,859.0
48,151473246,44511003,OSCAR'S FOODS,2017,9,,190401,,9.0,2300.0,41.93813,-87.7798,9.0,2389.0,1413.9475951410525,1532.0,2173.302624678347,1317.0
49,151474806,44511003,RIVIERA ITALIAN IMPORTED FOODS,2017,9,,170800,,1.0,256.0,41.93868,-87.80711,1.0,265.0,1269.0019175899306,527.0,1697.5876028499233,925.5
50,151488061,44511003,SERRELLI'S FINER FOODS,2017,9,,250500,1934.0,4.0,1023.0,41.909209999999995,-87.78711,4.0,1062.0,605.2104207514936,181.0,1166.3887929019254,1969.6666666666667
51,151495124,44511003,LOGGINS NEIGHBORHOOD GROCERY,2017,9,,671500,,1.0,256.0,41.766529999999996,-87.66906999999999,1.0,265.0,276.6603123186012,3617.0,437.194436617734,1256.0
52,151497005,44511003,SKIP'S RHA FOOD & LIQUOR,2017,9,,671200,,5.0,1278.0,41.77762,-87.66701,5.0,1327.0,276.6603123186012,3617.0,437.194436617734,1256.0
53,151500568,44512001,A & C MINI MARKET,2017,9,,843900,,2.0,512.0,41.77335,-87.59303,2.0,531.0,1665.0151716537698,982.0,356.64895318201286,1260.0
54,151503497,44512001,FRESH BUY,2017,9,,420700,1979.0,12.0,3067.0,41.779709999999994,-87.61405,12.0,3186.0,1665.0151716537698,982.0,356.64895318201286,1260.0
55,151504065,44511003,GREEN'S FOODS,2017,9,,834400,,2.0,512.0,41.77335,-87.60004,2.0,531.0,1665.0151716537698,982.0,356.64895318201286,1260.0
56,151519717,44512001,ZIGGYS SPOT,2017,9,,640300,,2.0,512.0,41.77803,-87.7762,2.0,531.0,617.0994417911007,374.0,476.3377049039307,584.3333333333334
57,151524972,44512001,APPLE PANTRY,2017,9,,191302,,2.0,512.0,41.923629999999996,-87.77238,2.0,531.0,1413.9475951410525,1532.0,2173.302624678347,1317.0
58,151530425,44512001,NOWAKS FARMERS MARKET,2017,9,,191200,,1.0,256.0,41.923790000000004,-87.75842,1.0,265.0,1413.9475951410525,1532.0,2173.302624678347,1317.0
59,151532421,44511003,SUPERMARKET VILLA,2017,9,,190800,,13.0,3323.0,41.92447,-87.75214,13.0,3451.0,1413.9475951410525,1532.0,2173.302624678347,1317.0
60,151532926,44511003,INTERNATIONAL FOODS INC,2017,9,,200200,,23.0,5878.0,41.924690000000005,-87.73708,23.0,6107.0,4546.082134203887,374.0,2535.9604640816974,1911.857142857143
61,151533403,44511003,CARNICERIA JIMENEZ,2017,9,,230500,1975.0,1.0,256.0,41.91012,-87.73201999999999,1.0,265.0,3507.0095553309943,2492.0,2272.0787019756613,1708.75
62,151546165,44511003,SHUIS FOOD STORE,2017,9,,40402,,2.0,512.0,41.97031,-87.6796,2.0,531.0,3446.6836630029347,841.0,2355.7327278314824,1113.3333333333333
63,151567641,44512001,QUICK PICK INC,2017,9,,161200,,3.0,767.0,41.94567,-87.73516,3.0,796.0,1683.708461308665,1219.0,3087.9694579041393,783.4285714285714
64,151574209,44512001,EL MITOTE,2017,9,,200100,,3.0,767.0,41.9387,-87.73925,3.0,796.0,4546.082134203887,374.0,2535.9604640816974,1911.857142857143
65,151580420,44512001,KWIK MART,2017,9,,150300,,3.0,767.0,41.960770000000004,-87.765,3.0,796.0,3200.5955613073997,1268.0,2499.1781643025074,762.8571428571429
66,151593902,44511003,COUNTY FAIR FOODS,2017,9,,750300,1960.0,50.0,12778.0,41.697140000000005,-87.68175,50.0,13276.0,163.26650205770838,745.0,261.1219498437905,952.4
67,151601739,44511003,SOUTHTOWN HEALTH FOODS,2017,9,,720100,1942.0,16.0,4089.0,41.721309999999995,-87.67459000000001,16.0,4248.0,352.92171359177735,388.0,239.81247486970096,1011.2
68,151613478,44511003,A & J GROCERY,2017,9,,20500,,1.0,256.0,41.998000000000005,-87.68885,1.0,265.0,4243.04803523275,1356.0,2462.287583576726,978.0
69,151620390,44512001,QUICK STOP FOOD MART,2017,9,,20601,,2.0,512.0,42.00478,-87.69894000000001,2.0,531.0,4243.04803523275,1356.0,2462.287583576726,978.0
70,151620564,44511003,JAYMADI FOOD MART INC,2017,9,,10701,,2.0,512.0,42.011559999999996,-87.68267,2.0,531.0,1672.914759658533,1582.0,3101.7245471977976,1196.5
71,151643350,44511003,CRESPO FOODS,2017,9,,241300,,1.0,256.0,41.91019,-87.68217,1.0,265.0,412.87864106737646,1392.0,2898.9025462861377,1140.6666666666667
72,151647583,44511003,FOOD SMART,2017,9,,220602,2010.0,165.0,42166.0,41.9317,-87.7132,165.0,43811.0,3761.264353237302,1665.0,3240.316143756313,1203.0
73,151653672,44511003,R & S FOOD & LIQUORS,2017,9,,830900,,2.0,512.0,41.93207,-87.68876999999999,2.0,531.0,3761.264353237302,1665.0,3240.316143756313,1203.0
74,151656485,44511003,TONYS FINER FOODS,2017,9,,220902,1979.0,75.0,19167.0,41.924279999999996,-87.71759,75.0,19914.0,3761.264353237302,1665.0,3240.316143756313,1203.0
75,151675493,44511003,S & K FOOD & LIQUOR INC,2017,9,,431302,,2.0,512.0,41.75858,-87.55995,2.0,531.0,757.9723153645143,2724.0,589.840944500714,893.4
76,151676350,44511003,SOUTHSHORE FOOD & LIQUOR,2017,9,,431302,,2.0,512.0,41.75918,-87.56591,2.0,531.0,757.9723153645143,2724.0,589.840944500714,893.4
77,151690591,44511003,MOSES BUTCHER SHOP,2017,9,,251100,,3.0,767.0,41.90204,-87.75305999999999,3.0,796.0,515.4725531628092,4146.0,2333.2876706776738,1586.8333333333333
78,151694288,44511003,FLORIDA FOOD MARKET,2017,9,,842100,,2.0,512.0,41.89867,-87.73127,2.0,531.0,3507.0095553309943,2492.0,2272.0787019756613,1708.75
79,151707437,44511003,ROSARIO'S ITALIAN SAUSAGE,2017,9,,700402,,5.0,1278.0,41.73639,-87.72112,5.0,1327.0,153.93872279792896,850.0,477.40343271032225,1267.5
80,151710209,44511003,ARISTO FOOD & LIQUORS INC,2017,9,,381400,1947.0,30.0,7667.0,41.809290000000004,-87.61883,30.0,7965.0,462.85965830728884,1031.0,194.91603192491183,568.5714285714286
81,151716768,44511003,200 CUT RATE LIQUORS & GROCERS,2017,9,,381500,,9.0,2300.0,41.80948,-87.62113000000001,9.0,2389.0,462.85965830728884,1031.0,194.91603192491183,568.5714285714286
82,151750148,44511003,DAMEN FOOD & LIQUOR,2017,9,,51200,,2.0,512.0,41.94165,-87.67824,2.0,531.0,2331.236607773085,709.0,2675.0162630263285,1382.5
83,151793528,44511003,DEVON MARKET,2017,9,,10600,,25.0,6389.0,41.99837,-87.66765,25.0,6638.0,1672.914759658533,1582.0,3101.7245471977976,1196.5
84,151795994,44512001,LA UNICA FOOD MART,2017,9,,30200,,6.0,1534.0,41.99785,-87.66854000000001,6.0,1593.0,1960.401059162845,1037.0,2688.9416244944496,1091.6
85,151800091,44512001,P K'S PANTRY,2017,9,,20902,,4.0,1023.0,41.99272,-87.67541999999999,4.0,1062.0,4243.04803523275,1356.0,2462.287583576726,978.0
86,178103966,44511003,SUPER LOW FOOD,2017,9,,251200,,4.0,1023.0,41.89501,-87.75803,4.0,1062.0,515.4725531628092,4146.0,2333.2876706776738,1586.8333333333333
87,178308136,44511003,PRODUCE CENTER,2017,9,,100100,,30.0,7667.0,41.987359999999995,-87.7789,30.0,7965.0,3857.573461271075,488.0,3239.7278846697127,364.25
88,179099999,44511003,HARVESTIME FOODS,2017,9,,40201,,45.0,11500.0,41.96882,-87.69527,45.0,11948.0,3446.6836630029347,841.0,2355.7327278314824,1113.3333333333333
89,179648183,44511003,LAURA'S GROCERY,2017,9,,611100,,1.0,256.0,41.806999999999995,-87.65798000000001,1.0,265.0,1129.4716599158173,1281.0,828.3606864282543,1038.3333333333333
90,179648712,44511003,TONY'S FINER FOODS,2017,9,,220701,1979.0,3.0,767.0,41.92671,-87.76643,3.0,796.0,1413.9475951410525,1532.0,2173.302624678347,1317.0
91,180226227,44511003,MOUNTAIN 1 FOODS,2017,9,,838700,,2.0,512.0,41.866170000000004,-87.71862,2.0,531.0,2092.5473552368617,2145.0,2547.953444288186,2091.2
92,180500225,44511003,LA CHAPARRITA GROCERY,2017,9,,300900,,1.0,256.0,41.84624,-87.70176,1.0,265.0,1550.6294410436078,1559.0,1756.575353733324,867.3333333333334
93,203096300,44512001,TATAY'S ORIENTAL FOOD MART,2017,9,,190300,2002.0,2.0,512.0,41.93179,-87.76590999999999,2.0,531.0,1413.9475951410525,1532.0,2173.302624678347,1317.0
94,203220272,44511003,PRIMO GROCERY,2017,9,,600900,2002.0,1.0,256.0,41.83504,-87.64842,1.0,265.0,549.4814154967364,545.0,1351.664721625434,529.8333333333334
95,204628341,44511002,TAI HO YEE FOOD CO,2017,9,,841100,,5.0,1278.0,41.84841,-87.63221,5.0,1327.0,258.2766113098104,235.0,1049.3641529568497,967.2
96,206928343,44511003,ANDRE'S FAMILY FOOD,2017,9,,221200,2002.0,2.0,512.0,41.92259,-87.7024,2.0,531.0,3761.264353237302,1665.0,3240.316143756313,1203.0
97,206928822,44512001,QUICK SNACK INC,2017,9,,410900,2002.0,2.0,512.0,41.79541,-87.58438000000001,2.0,531.0,311.398813089814,926.0,612.8627708148542,687.6
98,210963302,44512001,RICKY'S FOOD MART,2017,9,,832100,,2.0,512.0,41.95262,-87.65106999999999,2.0,531.0,2623.8200888679744,2591.0,2422.392803548667,884.4285714285714
99,210984514,44511003,MONICA.COM,2017,9,,31700,2002.0,1.0,256.0,41.964909999999996,-87.6614,1.0,265.0,2078.4985042340963,1481.0,2143.6457532579107,936.8333333333334
100,211276852,44511003,SUPERMERCADO RIVERA,2017,9,,570300,2002.0,5.0,1278.0,41.800670000000004,-87.7323,5.0,1327.0,839.8661431371506,365.0,822.6505343116315,859.0
101,213002462,44512001,S & H CONVENIENT STORE,2017,9,,700100,2003.0,1.0,256.0,41.750009999999996,-87.70691,1.0,265.0,153.93872279792896,850.0,477.40343271032225,1267.5
102,214808990,44511003,LOS DOS AB,2017,9,,300700,,3.0,767.0,41.847,-87.71252,3.0,796.0,1550.6294410436078,1559.0,1756.575353733324,867.3333333333334
103,218349694,44511003,AUTLAN GROCERY,2017,9,,580100,,1.0,256.0,41.82808,-87.69071,1.0,265.0,874.8657888337469,764.0,1553.890773966665,777.4285714285714
104,218363471,44511003,LOS SAUCES GROCERY,2017,9,,190402,,2.0,512.0,41.93144,-87.77316,2.0,531.0,1413.9475951410525,1532.0,2173.302624678347,1317.0
105,218366136,44511003,YASSIN MOHAMD GROCERY,2017,9,,230100,,3.0,767.0,41.91032,-87.70363,3.0,796.0,3507.0095553309943,2492.0,2272.0787019756613,1708.75
106,218369031,44511003,PETE'S FRESH MARKET,2017,9,,570100,,300.0,76665.0,41.81382,-87.72279,300.0,79657.0,839.8661431371506,365.0,822.6505343116315,859.0
107,218374353,44511003,MADNI MART USA,2017,9,,20602,,2.0,512.0,41.99795,-87.69158,2.0,531.0,4243.04803523275,1356.0,2462.287583576726,978.0
108,219632387,44511003,KANESHIE SUPERMARKET,2017,9,,830700,2003.0,2.0,512.0,41.96454,-87.65706,2.0,531.0,2078.4985042340963,1481.0,2143.6457532579107,936.8333333333334
109,222169104,44512001,NEAL ONE STOP,2017,9,,681400,,2.0,512.0,41.75982,-87.65363,2.0,531.0,276.6603123186012,3617.0,437.194436617734,1256.0
110,224589010,44511003,NEW LEAF NATURAL GROCERY,2017,9,,10503,,5.0,1278.0,42.00134,-87.66261,5.0,1327.0,1672.914759658533,1582.0,3101.7245471977976,1196.5
111,225696434,44512001,PERRY FOOD STORE,2017,9,,530501,,2.0,512.0,41.67773,-87.62532,2.0,531.0,72.6204825697982,1072.0,100.52927694822483,1028.0
112,225952720,44512001,QUICK MART,2017,9,,210700,,3.0,767.0,41.93677,-87.7072,3.0,796.0,3669.7251690836574,1061.0,3277.6353551237175,932.6
113,226215242,44512001,SUPERMART FOOD,2017,9,,31300,,1.0,256.0,41.97441,-87.65482,1.0,265.0,2078.4985042340963,1481.0,2143.6457532579107,936.8333333333334
114,226216638,44511003,FRESH MARKET PLACE,2017,9,,190602,,60.0,15333.0,41.927609999999994,-87.76624,60.0,15931.0,1413.9475951410525,1532.0,2173.302624678347,1317.0
115,227813219,44512001,MEL BAY GROCERY DELI,2017,9,,842100,,1.0,256.0,41.89951,-87.73623,1.0,265.0,3507.0095553309943,2492.0,2272.0787019756613,1708.75
117,229612122,44511003,GOLDEN PACIFIC MARKET,2017,9,,30703,,3.0,767.0,41.97968,-87.6595,3.0,796.0,1960.401059162845,1037.0,2688.9416244944496,1091.6
118,229612809,44511003,EL RANCHITO FOOD,2017,9,,700401,,4.0,1023.0,41.74134,-87.7215,4.0,1062.0,153.93872279792896,850.0,477.40343271032225,1267.5
119,229852579,44512001,103 STREET OIL INC,2017,9,,490800,,4.0,1023.0,41.707609999999995,-87.61208,4.0,1062.0,85.09966147772326,1997.0,174.06589114835066,1034.25
120,232273946,44511003,KUKULU MARKET,2017,9,,30102,2003.0,2.0,512.0,41.99313,-87.6599,2.0,531.0,1960.401059162845,1037.0,2688.9416244944496,1091.6
121,234159267,44511003,CHINATOWN MARKET,2017,9,,841100,,5.0,1278.0,41.85366,-87.63238,5.0,1327.0,258.2766113098104,235.0,1049.3641529568497,967.2
122,234308070,44512001,MORGAN MINI MART,2017,9,,681000,2003.0,3.0,767.0,41.77409,-87.64984,3.0,796.0,276.6603123186012,3617.0,437.194436617734,1256.0
123,234308948,44511003,MIDTOWN PRODUCE,2017,9,,210501,,3.0,767.0,41.936440000000005,-87.71965,3.0,796.0,3669.7251690836574,1061.0,3277.6353551237175,932.6
124,234535581,44511003,AMEGO MINI MART,2017,9,,310800,,2.0,512.0,41.8584,-87.66657,2.0,531.0,3678.797561611891,805.0,1547.5654808479455,1115.5555555555557
125,239021579,44511003,KIKOS MEAT MARKET,2017,9,,40201,,4.0,1023.0,41.97376,-87.69149,4.0,1062.0,3446.6836630029347,841.0,2355.7327278314824,1113.3333333333333
126,242701845,44511003,CLARK SUPERMARKET,2017,9,,830600,,1.0,256.0,42.00284,-87.67211999999999,1.0,265.0,1672.914759658533,1582.0,3101.7245471977976,1196.5
127,242704013,44511003,GRAND PALACE SUPER MARKET,2017,9,,691000,,5.0,1278.0,41.76458,-87.62441,5.0,1327.0,269.5620121687545,1809.0,488.81711767240193,1838.142857142857
128,242710473,44512001,NAYAB MART,2017,9,,20802,2003.0,3.0,767.0,41.99742,-87.69188,3.0,796.0,4243.04803523275,1356.0,2462.287583576726,978.0
129,242711091,44511003,PLAZA FOOD & LIQUOR,2017,9,,841400,,3.0,767.0,41.85518,-87.71219,3.0,796.0,2092.5473552368617,2145.0,2547.953444288186,2091.2
130,242727238,44511003,VINCENNES FOOD & LIQUOR,2017,9,,680900,2007.0,3.0,767.0,41.7752,-87.6402,3.0,796.0,276.6603123186012,3617.0,437.194436617734,1256.0
131,245864756,44511003,HOA GROCERY,2017,9,,31200,2004.0,3.0,767.0,41.97315,-87.65782,3.0,796.0,2078.4985042340963,1481.0,2143.6457532579107,936.8333333333334
132,247624869,44512001,FOOD N MORE INC,2017,9,,835500,2004.0,2.0,512.0,41.81654,-87.63271,2.0,531.0,90.69532334386948,245.0,461.7675320036489,1240.5
133,247624927,44512001,FERDINAND'S FOOD MART,2017,9,,251600,2004.0,5.0,1278.0,41.88978,-87.75035,5.0,1327.0,515.4725531628092,4146.0,2333.2876706776738,1586.8333333333333
134,247797129,44512001,DOLLAR DEPOT,2017,9,,31200,,2.0,512.0,41.97307,-87.65590999999999,2.0,531.0,2078.4985042340963,1481.0,2143.6457532579107,936.8333333333334
135,247978760,44511003,BRISA FOODS,2017,9,,221100,2004.0,2.0,512.0,41.92085,-87.71234,2.0,531.0,3761.264353237302,1665.0,3240.316143756313,1203.0
136,250155306,44511003,IN & OUT DRIVE THROUGH FOOD,2017,9,,251600,,4.0,1023.0,41.88794,-87.75499,4.0,1062.0,515.4725531628092,4146.0,2333.2876706776738,1586.8333333333333
137,251818688,44511003,ABOLLA FOODS,2017,9,,420600,,2.0,512.0,41.78051,-87.61476,2.0,531.0,1665.0151716537698,982.0,356.64895318201286,1260.0
138,253418636,44511003,ANDY'S GROCERIES,2017,9,,300900,2004.0,3.0,767.0,41.849779999999996,-87.70432,3.0,796.0,1550.6294410436078,1559.0,1756.575353733324,867.3333333333334
139,255153322,44511003,SKM GROCERY,2017,9,,30200,,1.0,256.0,41.997859999999996,-87.66759,1.0,265.0,1960.401059162845,1037.0,2688.9416244944496,1091.6
140,256783812,44511003,FAMILIA FOODS,2017,9,,220902,,3.0,767.0,41.92074,-87.72211999999999,3.0,796.0,3761.264353237302,1665.0,3240.316143756313,1203.0
141,257104364,44511003,BAYAN GROCERY INC,2017,9,,831500,2004.0,2.0,512.0,41.93769,-87.78625,2.0,531.0,1413.9475951410525,1532.0,2173.302624678347,1317.0
142,257275404,44511003,ELBARAKAH SUPER MARKET,2017,9,,431400,,3.0,767.0,41.763729999999995,-87.56085999999999,3.0,796.0,757.9723153645143,2724.0,589.840944500714,893.4
143,257276261,44512001,ADAMS FOOD MART PLUS,2017,9,,841500,,2.0,512.0,41.86339,-87.71025999999999,2.0,531.0,2092.5473552368617,2145.0,2547.953444288186,2091.2
144,258672591,44512001,D & Y GROCERY STORE,2017,9,,440202,2004.0,1.0,256.0,41.74563,-87.60545,1.0,265.0,454.8683937621444,2322.0,177.43651985681166,1146.1666666666667
145,260579834,44512001,BLUE SKY,2017,9,,611800,,7.0,1789.0,41.79558,-87.66503,7.0,1858.0,1129.4716599158173,1281.0,828.3606864282543,1038.3333333333333
146,261733042,44511003,CERMAK PRODUCE,2017,9,,620200,2004.0,1.0,256.0,41.797979999999995,-87.72459,1.0,265.0,500.0093334816155,373.0,625.1697889793353,592.8333333333334
147,263291205,44511003,BOCKWINKEL'S,2017,9,,320100,,20.0,5111.0,41.88647,-87.62158000000001,20.0,5310.0,7745.637617387157,5611.0,354.76775754518394,1033.7777777777778
148,263382376,44511003,ADRIANS FOODS MARKET,2017,9,,140702,,2.0,512.0,41.961420000000004,-87.71051,2.0,531.0,1508.1677810774,977.0,2724.1117391258813,790.5
149,269014155,44511003,S & N FOOD INC,2017,9,,431301,2005.0,6.0,1534.0,41.752159999999996,-87.55376,6.0,1593.0,757.9723153645143,2724.0,589.840944500714,893.4
150,269539144,44511003,BJ'S MARKET & BAKERY,2017,9,,710800,,15.0,3834.0,41.75075,-87.65307,15.0,3982.0,86.88925791321388,2156.0,363.0282390276211,1745.875
151,269540175,44511003,CERMAK GROCERY,2017,9,,292500,,3.0,767.0,41.851690000000005,-87.72872,3.0,796.0,2092.5473552368617,2145.0,2547.953444288186,2091.2
